product_cd	category_major_cd	category_medium_cd	category_small_cd	unit_price	unit_cost	category_major_name	category_medium_name	category_small_name
P070309020	07	0703	070309	298.0	224.0	瓶詰缶詰	和風調味料	食用酢
P070309021	07	0703	070309	298.0	224.0	瓶詰缶詰	和風調味料	食用酢
P070309022	07	0703	070309	318.0	239.0	瓶詰缶詰	和風調味料	食用酢
P070309023	07	0703	070309	328.0	246.0	瓶詰缶詰	和風調味料	食用酢
P070309024	07	0703	070309	338.0	254.0	瓶詰缶詰	和風調味料	食用酢
P070309025	07	0703	070309	378.0	284.0	瓶詰缶詰	和風調味料	食用酢
P070309026	07	0703	070309	378.0	284.0	瓶詰缶詰	和風調味料	食用酢
P070309027	07	0703	070309	378.0	284.0	瓶詰缶詰	和風調味料	食用酢
P070309028	07	0703	070309	398.0	299.0	瓶詰缶詰	和風調味料	食用酢
P070309029	07	0703	070309	418.0	314.0	瓶詰缶詰	和風調味料	食用酢
P070309030	07	0703	070309	498.0	374.0	瓶詰缶詰	和風調味料	食用酢
P070309031	07	0703	070309	588.0	441.0	瓶詰缶詰	和風調味料	食用酢
P070309032	07	0703	070309	618.0	464.0	瓶詰缶詰	和風調味料	食用酢
P070309033	07	0703	070309	698.0	524.0	瓶詰缶詰	和風調味料	食用酢
P070309034	07	0703	070309	958.0	719.0	瓶詰缶詰	和風調味料	食用酢
P070309035	07	0703	070309	968.0	726.0	瓶詰缶詰	和風調味料	食用酢
P070309036	07	0703	070309	1800.0	1350.0	瓶詰缶詰	和風調味料	食用酢
P070309037	07	0703	070309	2680.0	2010.0	瓶詰缶詰	和風調味料	食用酢
P070310001	07	0703	070310	130.0	98.0	瓶詰缶詰	和風調味料	その他和風調味料
P070310002	07	0703	070310	195.0	146.0	瓶詰缶詰	和風調味料	その他和風調味料
P070310003	07	0703	070310	228.0	171.0	瓶詰缶詰	和風調味料	その他和風調味料
P070401001	07	0704	070401	51.0	38.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401002	07	0704	070401	138.0	104.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401003	07	0704	070401	138.0	104.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401004	07	0704	070401	138.0	104.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401005	07	0704	070401	138.0	104.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401006	07	0704	070401	138.0	104.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401007	07	0704	070401	140.0	105.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401008	07	0704	070401	148.0	111.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401009	07	0704	070401	148.0	111.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401010	07	0704	070401	154.0	116.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401011	07	0704	070401	158.0	119.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401012	07	0704	070401	158.0	119.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401013	07	0704	070401	165.0	124.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401014	07	0704	070401	165.0	124.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401015	07	0704	070401	165.0	124.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401016	07	0704	070401	168.0	126.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401017	07	0704	070401	168.0	126.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401018	07	0704	070401	168.0	126.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401019	07	0704	070401	172.0	129.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401020	07	0704	070401	175.0	131.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401021	07	0704	070401	175.0	131.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401022	07	0704	070401	175.0	131.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401023	07	0704	070401	178.0	134.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401024	07	0704	070401	182.0	137.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401025	07	0704	070401	185.0	139.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401026	07	0704	070401	185.0	139.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401027	07	0704	070401	185.0	139.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401028	07	0704	070401	185.0	139.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401029	07	0704	070401	185.0	139.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401030	07	0704	070401	185.0	139.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401031	07	0704	070401	185.0	139.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401032	07	0704	070401	185.0	139.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401033	07	0704	070401	188.0	141.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401034	07	0704	070401	188.0	141.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401035	07	0704	070401	188.0	141.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401036	07	0704	070401	188.0	141.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401037	07	0704	070401	188.0	141.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401038	07	0704	070401	188.0	141.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401039	07	0704	070401	188.0	141.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401040	07	0704	070401	198.0	149.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401041	07	0704	070401	198.0	149.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401042	07	0704	070401	198.0	149.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401043	07	0704	070401	198.0	149.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401044	07	0704	070401	198.0	149.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401045	07	0704	070401	198.0	149.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401046	07	0704	070401	198.0	149.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401047	07	0704	070401	198.0	149.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401048	07	0704	070401	208.0	156.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401049	07	0704	070401	208.0	156.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401050	07	0704	070401	208.0	156.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401051	07	0704	070401	215.0	161.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401052	07	0704	070401	215.0	161.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401053	07	0704	070401	217.0	163.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401054	07	0704	070401	217.0	163.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401055	07	0704	070401	217.0	163.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401056	07	0704	070401	227.0	170.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401057	07	0704	070401	228.0	171.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401058	07	0704	070401	228.0	171.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401059	07	0704	070401	237.0	178.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401060	07	0704	070401	237.0	178.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401061	07	0704	070401	248.0	186.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401062	07	0704	070401	248.0	186.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401063	07	0704	070401	248.0	186.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401064	07	0704	070401	248.0	186.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401065	07	0704	070401	248.0	186.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401066	07	0704	070401	268.0	201.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401067	07	0704	070401	268.0	201.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401068	07	0704	070401	268.0	201.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401069	07	0704	070401	268.0	201.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401070	07	0704	070401	278.0	209.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401071	07	0704	070401	285.0	214.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401072	07	0704	070401	285.0	214.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401073	07	0704	070401	288.0	216.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401074	07	0704	070401	288.0	216.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401075	07	0704	070401	288.0	216.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401076	07	0704	070401	288.0	216.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401077	07	0704	070401	297.0	223.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401078	07	0704	070401	297.0	223.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401079	07	0704	070401	297.0	223.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401080	07	0704	070401	298.0	224.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401081	07	0704	070401	298.0	224.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401082	07	0704	070401	318.0	239.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401083	07	0704	070401	348.0	261.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401084	07	0704	070401	348.0	261.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401085	07	0704	070401	348.0	261.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401086	07	0704	070401	358.0	269.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401087	07	0704	070401	358.0	269.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401088	07	0704	070401	427.0	320.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401089	07	0704	070401	428.0	321.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401090	07	0704	070401	428.0	321.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401091	07	0704	070401	428.0	321.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401092	07	0704	070401	428.0	321.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401093	07	0704	070401	468.0	351.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401094	07	0704	070401	558.0	419.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401095	07	0704	070401	558.0	419.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401096	07	0704	070401	597.0	448.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401097	07	0704	070401	628.0	471.0	瓶詰缶詰	洋風調味料	ドレッシング
P070401098	07	0704	070401	628.0	471.0	瓶詰缶詰	洋風調味料	ドレッシング
P070402001	07	0704	070402	175.0	131.0	瓶詰缶詰	洋風調味料	ビネガー
P070402002	07	0704	070402	175.0	131.0	瓶詰缶詰	洋風調味料	ビネガー
P070403001	07	0704	070403	75.0	56.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403002	07	0704	070403	98.0	74.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403003	07	0704	070403	118.0	89.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403004	07	0704	070403	135.0	101.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403005	07	0704	070403	138.0	104.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403006	07	0704	070403	155.0	116.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403007	07	0704	070403	158.0	119.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403008	07	0704	070403	168.0	126.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403009	07	0704	070403	188.0	141.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403010	07	0704	070403	188.0	141.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403011	07	0704	070403	195.0	146.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403012	07	0704	070403	208.0	156.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403013	07	0704	070403	225.0	169.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403014	07	0704	070403	228.0	171.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403015	07	0704	070403	228.0	171.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403016	07	0704	070403	228.0	171.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403017	07	0704	070403	235.0	176.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403018	07	0704	070403	248.0	186.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403019	07	0704	070403	258.0	194.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403020	07	0704	070403	258.0	194.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403021	07	0704	070403	258.0	194.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403022	07	0704	070403	285.0	214.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403023	07	0704	070403	288.0	216.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403024	07	0704	070403	295.0	221.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403025	07	0704	070403	298.0	224.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403026	07	0704	070403	368.0	276.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403027	07	0704	070403	385.0	289.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403028	07	0704	070403	395.0	296.0	瓶詰缶詰	洋風調味料	ケチャップ
P070403029	07	0704	070403	458.0	344.0	瓶詰缶詰	洋風調味料	ケチャップ
P070404001	07	0704	070404	100.0	75.0	瓶詰缶詰	洋風調味料	ソース
P070404002	07	0704	070404	108.0	81.0	瓶詰缶詰	洋風調味料	ソース
P070404003	07	0704	070404	115.0	86.0	瓶詰缶詰	洋風調味料	ソース
P070404004	07	0704	070404	115.0	86.0	瓶詰缶詰	洋風調味料	ソース
P070404005	07	0704	070404	115.0	86.0	瓶詰缶詰	洋風調味料	ソース
P070404006	07	0704	070404	115.0	86.0	瓶詰缶詰	洋風調味料	ソース
P070404007	07	0704	070404	115.0	86.0	瓶詰缶詰	洋風調味料	ソース
P070404008	07	0704	070404	115.0	86.0	瓶詰缶詰	洋風調味料	ソース
P070404009	07	0704	070404	135.0	101.0	瓶詰缶詰	洋風調味料	ソース
P070404010	07	0704	070404	135.0	101.0	瓶詰缶詰	洋風調味料	ソース
P070404011	07	0704	070404	135.0	101.0	瓶詰缶詰	洋風調味料	ソース
P070404012	07	0704	070404	158.0	119.0	瓶詰缶詰	洋風調味料	ソース
P070404013	07	0704	070404	185.0	139.0	瓶詰缶詰	洋風調味料	ソース
P070404014	07	0704	070404	185.0	139.0	瓶詰缶詰	洋風調味料	ソース
P070404015	07	0704	070404	185.0	139.0	瓶詰缶詰	洋風調味料	ソース
P070404016	07	0704	070404	185.0	139.0	瓶詰缶詰	洋風調味料	ソース
P070404017	07	0704	070404	185.0	139.0	瓶詰缶詰	洋風調味料	ソース
P070404018	07	0704	070404	185.0	139.0	瓶詰缶詰	洋風調味料	ソース
P070404019	07	0704	070404	188.0	141.0	瓶詰缶詰	洋風調味料	ソース
P070404020	07	0704	070404	188.0	141.0	瓶詰缶詰	洋風調味料	ソース
P070404021	07	0704	070404	188.0	141.0	瓶詰缶詰	洋風調味料	ソース
P070404022	07	0704	070404	188.0	141.0	瓶詰缶詰	洋風調味料	ソース
P070404023	07	0704	070404	188.0	141.0	瓶詰缶詰	洋風調味料	ソース
P070404024	07	0704	070404	198.0	149.0	瓶詰缶詰	洋風調味料	ソース
P070404025	07	0704	070404	198.0	149.0	瓶詰缶詰	洋風調味料	ソース
P070404026	07	0704	070404	200.0	150.0	瓶詰缶詰	洋風調味料	ソース
P070404027	07	0704	070404	208.0	156.0	瓶詰缶詰	洋風調味料	ソース
P070404028	07	0704	070404	208.0	156.0	瓶詰缶詰	洋風調味料	ソース
P070404029	07	0704	070404	208.0	156.0	瓶詰缶詰	洋風調味料	ソース
P070404030	07	0704	070404	218.0	164.0	瓶詰缶詰	洋風調味料	ソース
P070404031	07	0704	070404	218.0	164.0	瓶詰缶詰	洋風調味料	ソース
P070404032	07	0704	070404	222.0	167.0	瓶詰缶詰	洋風調味料	ソース
P070404033	07	0704	070404	228.0	171.0	瓶詰缶詰	洋風調味料	ソース
P070404034	07	0704	070404	235.0	176.0	瓶詰缶詰	洋風調味料	ソース
P070404035	07	0704	070404	235.0	176.0	瓶詰缶詰	洋風調味料	ソース
P070404036	07	0704	070404	238.0	179.0	瓶詰缶詰	洋風調味料	ソース
P070404037	07	0704	070404	238.0	179.0	瓶詰缶詰	洋風調味料	ソース
P070404038	07	0704	070404	238.0	179.0	瓶詰缶詰	洋風調味料	ソース
P070404039	07	0704	070404	248.0	186.0	瓶詰缶詰	洋風調味料	ソース
P070404040	07	0704	070404	255.0	191.0	瓶詰缶詰	洋風調味料	ソース
P070404041	07	0704	070404	255.0	191.0	瓶詰缶詰	洋風調味料	ソース
P070404042	07	0704	070404	255.0	191.0	瓶詰缶詰	洋風調味料	ソース
P070404043	07	0704	070404	268.0	201.0	瓶詰缶詰	洋風調味料	ソース
P070404044	07	0704	070404	268.0	201.0	瓶詰缶詰	洋風調味料	ソース
P070404045	07	0704	070404	268.0	201.0	瓶詰缶詰	洋風調味料	ソース
P070404046	07	0704	070404	275.0	206.0	瓶詰缶詰	洋風調味料	ソース
P070404047	07	0704	070404	275.0	206.0	瓶詰缶詰	洋風調味料	ソース
P070404048	07	0704	070404	275.0	206.0	瓶詰缶詰	洋風調味料	ソース
P070404049	07	0704	070404	288.0	216.0	瓶詰缶詰	洋風調味料	ソース
P070404050	07	0704	070404	318.0	239.0	瓶詰缶詰	洋風調味料	ソース
P070404051	07	0704	070404	458.0	344.0	瓶詰缶詰	洋風調味料	ソース
P070404052	07	0704	070404	458.0	344.0	瓶詰缶詰	洋風調味料	ソース
P070404053	07	0704	070404	688.0	516.0	瓶詰缶詰	洋風調味料	ソース
P070404054	07	0704	070404	688.0	516.0	瓶詰缶詰	洋風調味料	ソース
P070404055	07	0704	070404	688.0	516.0	瓶詰缶詰	洋風調味料	ソース
P070404056	07	0704	070404	698.0	524.0	瓶詰缶詰	洋風調味料	ソース
P070404057	07	0704	070404	698.0	524.0	瓶詰缶詰	洋風調味料	ソース
P070404058	07	0704	070404	698.0	524.0	瓶詰缶詰	洋風調味料	ソース
P070404059	07	0704	070404	745.0	559.0	瓶詰缶詰	洋風調味料	ソース
P070404060	07	0704	070404	745.0	559.0	瓶詰缶詰	洋風調味料	ソース
P070404061	07	0704	070404	745.0	559.0	瓶詰缶詰	洋風調味料	ソース
P070404062	07	0704	070404	788.0	591.0	瓶詰缶詰	洋風調味料	ソース
P070404063	07	0704	070404	788.0	591.0	瓶詰缶詰	洋風調味料	ソース
P070404064	07	0704	070404	788.0	591.0	瓶詰缶詰	洋風調味料	ソース
P070405001	07	0704	070405	80.0	60.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405002	07	0704	070405	85.0	64.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405003	07	0704	070405	85.0	64.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405004	07	0704	070405	98.0	74.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405005	07	0704	070405	98.0	74.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405006	07	0704	070405	98.0	74.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405007	07	0704	070405	98.0	74.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405008	07	0704	070405	115.0	86.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405009	07	0704	070405	115.0	86.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405010	07	0704	070405	115.0	86.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405011	07	0704	070405	117.0	88.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405012	07	0704	070405	117.0	88.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405013	07	0704	070405	125.0	94.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405014	07	0704	070405	125.0	94.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405015	07	0704	070405	125.0	94.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405016	07	0704	070405	125.0	94.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405017	07	0704	070405	128.0	96.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405018	07	0704	070405	128.0	96.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405019	07	0704	070405	128.0	96.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405020	07	0704	070405	128.0	96.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405021	07	0704	070405	128.0	96.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405022	07	0704	070405	128.0	96.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405023	07	0704	070405	128.0	96.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405024	07	0704	070405	128.0	96.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405025	07	0704	070405	128.0	96.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405026	07	0704	070405	128.0	96.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405027	07	0704	070405	143.0	107.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405028	07	0704	070405	143.0	107.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405029	07	0704	070405	143.0	107.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405030	07	0704	070405	143.0	107.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405031	07	0704	070405	143.0	107.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405032	07	0704	070405	143.0	107.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405033	07	0704	070405	143.0	107.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405034	07	0704	070405	143.0	107.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405035	07	0704	070405	145.0	109.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405036	07	0704	070405	145.0	109.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405037	07	0704	070405	145.0	109.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405038	07	0704	070405	148.0	111.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405039	07	0704	070405	148.0	111.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405040	07	0704	070405	148.0	111.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405041	07	0704	070405	153.0	115.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405042	07	0704	070405	153.0	115.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405043	07	0704	070405	153.0	115.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405044	07	0704	070405	153.0	115.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405045	07	0704	070405	153.0	115.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405046	07	0704	070405	153.0	115.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405047	07	0704	070405	153.0	115.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405048	07	0704	070405	153.0	115.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405049	07	0704	070405	153.0	115.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405050	07	0704	070405	158.0	119.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405051	07	0704	070405	158.0	119.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405052	07	0704	070405	158.0	119.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405053	07	0704	070405	158.0	119.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405054	07	0704	070405	158.0	119.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405055	07	0704	070405	158.0	119.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405056	07	0704	070405	165.0	124.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405057	07	0704	070405	173.0	130.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405058	07	0704	070405	173.0	130.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405059	07	0704	070405	173.0	130.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405060	07	0704	070405	173.0	130.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405061	07	0704	070405	175.0	131.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405062	07	0704	070405	175.0	131.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405063	07	0704	070405	178.0	134.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405064	07	0704	070405	178.0	134.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405065	07	0704	070405	178.0	134.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405066	07	0704	070405	178.0	134.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405067	07	0704	070405	185.0	139.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405068	07	0704	070405	185.0	139.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405069	07	0704	070405	185.0	139.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405070	07	0704	070405	188.0	141.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405071	07	0704	070405	188.0	141.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405072	07	0704	070405	195.0	146.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405073	07	0704	070405	197.0	148.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405074	07	0704	070405	197.0	148.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405075	07	0704	070405	198.0	149.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405076	07	0704	070405	198.0	149.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405077	07	0704	070405	198.0	149.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405078	07	0704	070405	198.0	149.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405079	07	0704	070405	198.0	149.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405080	07	0704	070405	198.0	149.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405081	07	0704	070405	198.0	149.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405082	07	0704	070405	205.0	154.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405083	07	0704	070405	205.0	154.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405084	07	0704	070405	205.0	154.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405085	07	0704	070405	205.0	154.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405086	07	0704	070405	205.0	154.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405087	07	0704	070405	208.0	156.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405088	07	0704	070405	212.0	159.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405089	07	0704	070405	212.0	159.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405090	07	0704	070405	212.0	159.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405091	07	0704	070405	218.0	164.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405092	07	0704	070405	218.0	164.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405093	07	0704	070405	218.0	164.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405094	07	0704	070405	218.0	164.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405095	07	0704	070405	218.0	164.0	瓶詰缶詰	洋風調味料	カレー・シチュー
P070405096	07	0704	070405	218.0	164.0	瓶詰缶詰	洋風調味料	カレー・シチュー
